site,siteid,sensor,lay,long,date,year,month,day,hour,microsite,rep,temp
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,13,open,1,32
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,14,open,1,42
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,15,open,1,38
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,16,open,1,43
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,17,open,1,45
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,18,open,1,47
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,19,open,1,42
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,20,open,1,43
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,21,open,1,41
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/16/2016,2016,1,16,22,open,1,36
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,16,23,open,1,27
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,7,open,1,7
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,8,open,1,7
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,8,open,1,7
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,9,open,1,7
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,10,open,1,8
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,11,open,1,18
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,12,open,1,31
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,13,open,1,38
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,14,open,1,46
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,15,open,1,46
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,16,open,1,41
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,17,open,1,45
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,18,open,1,47
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,19,open,1,47
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,20,open,1,46
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,21,open,1,41
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,22,open,1,37
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/17/2016,2016,1,17,23,open,1,28
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,0,open,1,22
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,1,open,1,15
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,11,open,1,13
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,12,open,1,17
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,13,open,1,20
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,14,open,1,20
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,15,open,1,15
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,16,open,1,20
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,17,open,1,22
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,18,open,1,22
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,19,open,1,25
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,20,open,1,32
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,21,open,1,23
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/18/2016,2016,1,18,22,open,1,17
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/19/2016,2016,1,19,11,open,1,7
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/19/2016,2016,1,19,12,open,1,22
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/19/2016,2016,1,19,13,open,1,30
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/19/2016,2016,1,19,14,open,1,37
Panoche,Open6,Camera Trap,36.69601,-120.79673,01/19/2016,2016,1,19,15,open,1,38
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/11/2009,2009,1,11,18,open,1,20
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/11/2009,2009,1,11,19,open,1,23
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/11/2009,2009,1,11,20,open,1,29
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/11/2009,2009,1,11,21,open,1,31
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/11/2009,2009,1,11,22,open,1,25
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/11/2009,2009,1,11,23,open,1,18
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,1,open,1,4
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,2,open,1,4
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,3,open,1,1
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,4,open,1,1
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,5,open,1,0
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,8,open,1,0
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,12,open,1,10
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,13,open,1,15
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,14,open,1,15
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,15,open,1,17
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,16,open,1,16
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/12/2009,2009,1,12,21,open,1,13
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,1,open,1,1
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,2,open,1,1
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,5,open,1,2
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,6,open,1,2
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,12,open,1,9
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,14,open,1,10
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,15,open,1,18
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,16,open,1,19
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,17,open,1,20
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,18,open,1,27
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,19,open,1,31
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,20,open,1,28
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,21,open,1,24
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/13/2009,2009,1,13,22,open,1,22
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,1,open,1,6
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,3,open,1,5
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,4,open,1,5
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,6,open,1,5
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,13,open,1,19
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,14,open,1,22
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,15,open,1,26
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,16,open,1,26
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,17,open,1,25
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/14/2009,2009,1,14,18,open,1,25
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,12,open,1,21
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,13,open,1,24
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,14,open,1,33
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,15,open,1,34
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,16,open,1,37
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,17,open,1,37
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,18,open,1,34
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,19,open,1,35
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,20,open,1,39
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,21,open,1,36
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/15/2009,2009,1,15,23,open,1,23
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,5,open,1,5
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,9,open,1,6
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,10,open,1,6
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,11,open,1,12
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,12,open,1,19
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,13,open,1,23
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,14,open,1,29
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,15,open,1,34
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,16,open,1,31
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,17,open,1,37
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,18,open,1,39
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,19,open,1,35
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,20,open,1,34
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,21,open,1,32
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,22,open,1,26
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/16/2009,2009,1,16,23,open,1,20
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,2,open,1,4
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,3,open,1,4
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,12,open,1,11
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,13,open,1,11
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,14,open,1,14
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,16,open,1,15
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,17,open,1,15
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,18,open,1,17
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,19,open,1,20
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,20,open,1,22
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,21,open,1,20
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/17/2009,2009,1,17,23,open,1,4
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/18/2009,2009,1,18,1,open,1,0
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/18/2009,2009,1,18,2,open,1,0
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/18/2009,2009,1,18,3,open,1,-2
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/18/2009,2009,1,18,12,open,1,12
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/18/2009,2009,1,18,13,open,1,21
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/18/2009,2009,1,18,14,open,1,23
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/18/2009,2009,1,18,15,open,1,30
Panoche,Open7,Camera Trap,36.6959,-120.79808,01/18/2009,2009,1,18,16,open,1,25
Panoche,Shrub2,Camera Trap,36.69532,-120.79715,10/06/2017,2017,10,6,15,shrub,1,32
Panoche,Shrub2,Camera Trap,36.69532,-120.79715,10/06/2017,2017,10,6,16,shrub,1,33
Panoche,Shrub2,Camera Trap,36.69532,-120.79715,10/06/2017,2017,10,6,17,shrub,1,36
Panoche,Shrub2,Camera Trap,36.69532,-120.79715,10/06/2017,2017,10,6,18,shrub,1,35
Panoche,Shrub2,Camera Trap,36.69532,-120.79715,10/06/2017,2017,10,6,19,shrub,1,36
Panoche,Shrub2,Camera Trap,36.69532,-120.79715,10/06/2017,2017,10,6,20,shrub,1,36
Panoche,Shrub2,Camera Trap,36.69532,-120.79715,10/06/2017,2017,10,6,21,shrub,1,37
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,13,shrub,1,24
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,14,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,15,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,16,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,17,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,18,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,19,shrub,1,19
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,20,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,21,shrub,1,10
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,22,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,5,23,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,6,0,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/05/2019,2019,5,6,1,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,2,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,3,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,4,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,5,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,6,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,7,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,8,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,9,shrub,1,20
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,10,shrub,1,17
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,11,shrub,1,20
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,12,shrub,1,22
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,13,shrub,1,19
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,14,shrub,1,17
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,15,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,16,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,17,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,18,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,19,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,20,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,21,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,22,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/06/2019,2019,5,6,23,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,0,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,1,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,2,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,3,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,4,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,5,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,6,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,7,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,8,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,9,shrub,1,17
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,10,shrub,1,15
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,11,shrub,1,20
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,12,shrub,1,20
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,13,shrub,1,21
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,14,shrub,1,24
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,15,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,16,shrub,1,25
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,17,shrub,1,24
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,18,shrub,1,22
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,19,shrub,1,19
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,20,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,21,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,22,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/07/2019,2019,5,7,23,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,0,shrub,1,10
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,1,shrub,1,10
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,2,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,3,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,4,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,5,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,6,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,7,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,8,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,9,shrub,1,19
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,10,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,11,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,12,shrub,1,32
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,13,shrub,1,31
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,14,shrub,1,26
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,15,shrub,1,22
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,16,shrub,1,15
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,17,shrub,1,17
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,18,shrub,1,17
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,19,shrub,1,17
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,20,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,21,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,22,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/08/2019,2019,5,8,23,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,0,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,1,shrub,1,10
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,2,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,3,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,4,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,5,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,6,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,7,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,8,shrub,1,24
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,9,shrub,1,29
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,10,shrub,1,33
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,11,shrub,1,32
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,12,shrub,1,35
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,13,shrub,1,36
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,14,shrub,1,34
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,15,shrub,1,33
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,16,shrub,1,34
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,17,shrub,1,33
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,18,shrub,1,29
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,19,shrub,1,23
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,20,shrub,1,19
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,21,shrub,1,15
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,22,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/09/2019,2019,5,9,23,shrub,1,13
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,0,shrub,1,13
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,1,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,2,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,3,shrub,1,13
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,4,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,5,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,6,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,7,shrub,1,16
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,8,shrub,1,27
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,9,shrub,1,29
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,10,shrub,1,33
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,11,shrub,1,35
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,12,shrub,1,33
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,13,shrub,1,34
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,14,shrub,1,36
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,15,shrub,1,35
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,16,shrub,1,32
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,17,shrub,1,36
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,18,shrub,1,25
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,19,shrub,1,20
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,20,shrub,1,14
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,21,shrub,1,12
